"cid","name","address","city","state","zip","latitude","longitude"
6,"UNITYPOINT HEALTH-MERITER CHILD AND ADOLESCENT PSYCH HOSPITAL","8001 RAYMOND RD","MADISON","WI",53719,"43.01915336700010","-89.5250062250000"
6,"WAUPUN MEM HSPTL","620 W BROWN ST","WAUPUN","WI",53963,"43.63165483400010","-88.7456216680000"
6,"ST MARYS HSPTL MED CTR","1726 SHAWANO AVE","GREEN BAY","WI",54303,"44.53276298100010","-88.0660903710000"
12,"ST JOSEPHS HSPTL","2661 CTY HWY I","CHIPPEWA FALLS","WI",54729,"44.95062469500000","-91.3598254629999"
6,"RIPON MED CTR","933 NEWBURY ST","RIPON","WI",54971,"43.83469233500010","-88.8367338340000"
16,"LIFECARE HOSPITALS OF SHREVEPORT","8001 YOUREE DR","SHREVEPORT","LA",71115,"32.43197835000010","-93.7090423640000"
6,"UNIVERSITY OF WI HOSPITALS & CLINICS AUTHORITY","600 HIGHLAND AVENUE","MADISON","WI",53792,"43.07658540900010","-89.4318471370000"
6,"WATERTOWN REGIONAL MEDICAL CTR","125 HOSPITAL DR","WATERTOWN","WI",53098,"43.19909065300000","-88.6968524580000"
6,"SOUTHWEST HEALTH CENTER INC","1400 EAST SIDE RD","PLATTEVILLE","WI",53818,"42.71963121700000","-90.4581564910000"
6,"THE MONROE CLINIC","2005 5TH STREET","MONROE","WI",53566,"42.60856042100000","-89.6346244400000"
6,"ROGERS MEM HOSPITAL MILWAUKEE","11101 W LINCOLN AVE","WEST ALLIS","WI",53227,"43.00146680700000","-88.0513945700000"
6,"ROGERS MEM HSPTL","34700 VALLEY RD","OCONOMOWOC","WI",53066,"43.08434244500010","-88.4359213399999"
6,"THEDACARE MEDICAL CENTER - WAUPACA INC","800 RIVERSIDE DRIVE","WAUPACA","WI",54981,"44.34527675600000","-89.0766162390000"
6,"UW HEALTH REHABILITATION HOSPITAL","5115 N BILTMORE LN","MADISON","WI",53718,"43.15303898200010","-89.2967025240000"
17,"SUTTER SANTA ROSA REGIONAL HOSPITAL","30 MARK WEST SPRINGS RD.","SANTA ROSA","CA",95403,"38.49495921500010","-122.7518719710000"
9,"SUNCOAST BEHAVIORAL HEALTH CENTER","4480 51ST ST W","BRADENTON","FL",34210,"27.45972795600010","-82.6129514270000"
9,"SELECT SPECIALITY HOSPITAL OF MIAMI","14001 NW 8ND AVE","MIAMI LAKES","FL",33016,"25.90033692100010","-80.3315233659999"
8,"BAYLOR ST LUKES MEDICAL CENTER - MCNAIR CAMPUS","7200 CAMBRIDGE STREET","HOUSTON","TX",77030,"29.69898929000000","-95.3940632379999"
8,"ALTUS HOUSTON HOSPITAL, CELESTIAL HOSPITAL, ODYSSEY HOSPITAL","6011 W SAM HOUSTON PKWY SOUTH","HOUSTON","TX",77072,"29.71170751000010","-95.5557089000000"
12,"GEARY COMMUNITY HOSPITAL","1102 ST MARY'S ROAD","JUNCTION CITY","KS",66441,"39.01390578000010","-96.8508922029999"
12,"IOWA CITY VA MEDICAL CENTER","601 HIGHWAY 6 WEST","IOWA CITY","IA",52246,"41.66370230100010","-91.5484885140000"
8,"SOUTH PLAINS REHAB HOSPITAL, AN AFFILIATE OF UMC AND ENCOMPASS","5406 COLGATE STREET","LUBBOCK","TX",79416,"33.60288984000000","-101.9284583740000"
16,"NEA BAPTIST MEMORIAL HEALTH","4800 E JOHNSON AVE","JONESBORO","AR",72401,"35.86682936800000","-90.6365143140000"
16,"PIKE COUNTY MEMORIAL HOSPITAL","315 EAST 13TH STREET","MURFREESBORO","AR",71958,"34.07094622100000","-93.6868393920000"
16,"BAXTER REGIONAL MEDICAL CENTER","624 HOSPITAL DRIVE","MOUNTAIN HOME","AR",72653,"36.34210332600000","-92.3965442099999"
16,"FULTON COUNTY HOSPITAL","679 NORTH MAIN STREET","SALEM","AR",72576,"36.38290087700010","-91.8103079450000"
16,"ST. MARY'S REGIONAL MEDICAL CENTER","1808 WEST MAIN STREET","RUSSELLVILLE","AR",72801,"35.28355546100000","-93.1500779650000"
16,"ARKANSAS METHODIST MEDICAL CENTER","900 WEST KINGSHIGHWAY","PARAGOULD","AR",72450,"36.05194430600010","-90.4984570360000"
16,"WHITE RIVER MEDICAL CENTER","1710 HARRISON STREET","BATESVILLE","AR",72501,"35.76786926200000","-91.6345909839999"
12,"ST LUKE HOSPITAL","535 SOUTH FREEBRON","MARION","KS",66861,"38.34268709000000","-97.0105083349999"
13,"SOUTHCOAST BEHAVIORAL HEALTH","581 FAUNCE CORNER ROAD","DARTMOUTH","MA",2747,"41.67274714100010","-70.9847138290000"
16,"REGENCY HOSPITAL OF NORTHWEST ARKANSAS","1125 NORTH COLLEGE AVENUE","FAYETTEVILLE","AR",72701,"36.07776768400000","-94.1584092410000"
16,"WASHINGTON REGIONAL MEDICAL CENTER","3215 NORTH NORTHHILLS BOULEVARD","FAYETTEVILLE","AR",72703,"36.10928261700010","-94.1600515640000"
16,"NORTHWEST MEDICAL CENTER - BENTONVILLE","3000 MEDICAL CENTER PARKWAY","BENTONVILLE","AR",72712,"36.33990633400000","-94.1913569040000"
16,"ST. MARY - ROGERS MEMORIAL HOSPITAL","1200 WEST WALNUT STREET","ROGERS","AR",72756,"36.33315532500010","-94.1340078210000"
14,"ACUITY SPECIALTY HOSPITAL OF ARIZONA AT SUN CITY","13818 NORTH THUNDERBIRD BOULEVARD","SUN CITY","AZ",85351,"33.60904040600010","-112.2984608270000"
14,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHWEST TUCSON","1921 WEST HOSPITAL DRIVE","TUCSON","AZ",85704,"32.31859102900010","-111.0084692860000"
6,"THE MEDICAL CENTER AT ALBANY","723 BURKESVILLE ROAD","ALBANY","KY",42602,"36.69818762500010","-85.1475549340000"
6,"JANE TODD CRAWFORD MEMORIAL HOSPITAL","202-206 MILBY STREET","GREENSBURG","KY",42743,"37.24286992200010","-85.4947909130000"
6,"NICHOLAS COUNTY HOSPITAL","2323 CONCRETE RD.","CARLISLE","KY",40311,"38.31590320100000","-84.0593476559999"
16,"HOWARD MEMORIAL HOSPITAL","130 MEDICAL CIRCLE","NASHVILLE","AR",71852,"33.94972275600000","-93.8805491760000"
6,"ST. ELIZABETH OWEN","330 ROLAND AVE.","OWENTON","KY",40359,"38.54239875800000","-84.8411394310000"
13,"ST. ELIZABETH'S MEDICAL CENTER","736 CAMBRIDGE STREET","BOSTON","MA",2135,"42.34870000000010","-71.1485000000000"
13,"NORTHAMPTON VA MEDICAL CENTER","421 N MAIN ST","LEEDS","MA",1053,"42.34960000000010","-72.6824000000000"
13,"LOWELL GENERAL HOSPITAL","295 VARNUM AVENUE","LOWELL","MA",1854,"42.64720000000010","-71.3421000000000"
13,"TAUNTON STATE HOSPITAL","60 HODGES AVE, BOX 151","TAUNTON","MA",2780,"41.91267153900000","-71.1022058839999"
13,"TEWKSBURY HOSPITAL","365 EAST STREET","TEWKSBURY","MA",1876,"42.60707419700000","-71.2182231980000"
19,"UNIVERSITY OF MD CHARLES REGIONAL MEDICAL CENTER","5 GARRETT AVENUE","LA PLATA","MD",20646,"38.52931303500000","-76.9723282810000"
19,"MEDSTAR MONTGOMERY MEDICAL CENTER","18101 PRINCE PHILIP DRIVE","OLNEY","MD",20832,"39.15403972300000","-77.0547026890000"
19,"LAUREL REGIONAL MEDICAL CENTER","7300 VAN DUSEN ROAD","LAUREL","MD",20707,"39.08679628300010","-76.8812072420000"
19,"SAINT LUKE INSTITUTE","8901 NEW HAMPSHIRE AVENUE","SILVER SPRING","MD",20903,"39.00256796400000","-76.9800221990000"
13,"NORTHERN LIGHT ACADIA HOSPITAL","268 STILLWATER AVENUE","BANGOR","ME",4401,"44.82049618000010","-68.7632531300000"
13,"AROOSTOOK MEDICAL CENTER - COMMUNITY GENERAL DIVISION","3 GREEN STREET","FORT FAIRFIELD","ME",4742,"46.77334409500000","-67.8378974729999"
13,"NORTHERN LIGHT BLUE HILL MEMORIAL HOSPITAL","57 WATER STREET","BLUE HILL","ME",4614,"44.41148042600000","-68.5871750539999"
13,"CALAIS REGIONAL HOSPITAL","24 HOSPITAL LANE","CALAIS","ME",4619,"45.17758929000010","-67.2680157139999"
13,"CHARLES A DEAN MEMORIAL HOSPITAL","364 PRITHAM AVENUE","GREENVILLE","ME",4441,"45.45887595100000","-69.6113312849999"
13,"MERCY WESTBROOK","40 PARK ROAD","WESTBROOK","ME",4092,"43.68788545000010","-70.3569291009999"
6,"SCHEURER HOSPITAL","170 N CASEVILLE RD","PIGEON","MI",48755,"43.83418807700010","-83.2781900099999"
6,"PAUL OLIVER MEMORIAL HOSPITAL","224 PARK AVENUE","FRANKFORT","MI",49635,"44.63678166600000","-86.2430010730000"
6,"SPARROW CARSON HOSPITAL","406 EAST ELM ST","CARSON CITY","MI",48811,"43.17558537800010","-84.8424181839999"
6,"SPECTRUM HEALTH GERBER MEMORIAL","212 S SULLIVAN ST","FREMONT","MI",49412,"43.46480985900010","-85.9503631250000"
6,"SPECTRUM HEALTH BIG RAPIDS HOSPITAL","605 OAK STREET","BIG RAPIDS","MI",49307,"43.69388470600010","-85.4749275270000"
6,"SPECTRUM HEALTH REED CITY CAMPUS","300 N PATTERSON, PO BOX 75","REED CITY","MI",49677,"43.87846173100010","-85.5212920640000"
6,"MIDMICHIGAN MEDICAL CENTER-CLARE","703 N MCEWAN ST","CLARE","MI",48617,"43.82096498200010","-84.7690474580000"
6,"THREE RIVERS HEALTH","701 S HEALTH PARKWAY","THREE RIVERS","MI",49093,"41.93540766500010","-85.6479256119999"
6,"COVENANT MEDICAL CENTER, COOPER","700 COOPER","SAGINAW","MI",48602,"43.42978584600010","-83.9530019780000"
6,"COVENANT MEDICAL CENTER, MICHIGAN","515 N. MICHIGAN AVE.","SAGINAW","MI",48602,"43.42080020100010","-83.9602918419999"
6,"HUTZEL WOMEN'S HOSPITAL","3980 JOHN R","DETROIT","MI",48201,"42.35113691800010","-83.0558579700000"
6,"CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","500 OSBORN BLVD","SAULT SAINTE MARIE","MI",49783,"46.49808087400000","-84.3505511840000"
6,"BARAGA COUNTY MEMORIAL HOSPITAL","18341 US HIGHWAY 41","L' ANSE","MI",49946,"46.73178952400010","-88.4250041349999"
6,"ST JOSEPH MERCY HOSPITAL-SALINE","400 W RUSSELL ST","SALINE","MI",48176,"42.16723162300010","-83.7908845720000"
6,"LAKELAND SPECIALTY HOSPITAL AT BERRIEN CENTER","6418 DEANS HILL RD","BERRIEN CENTER","MI",49102,"41.95545756200000","-86.3010967499999"
12,"SWIFT COUNTY BENSON HOSPITAL","1815 WISCONSIN AVENUE","BENSON","MN",56215,"45.31435720900000","-95.6090378880000"
12,"SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY","2505 MISSION DR","JEFFERSON CITY","MO",65109,"38.55869818700010","-92.2215691200000"
12,"NORTH KANSAS CITY HOSPITAL","2800 CLAY EDWARDS DRIVE NORTH","NORTH KANSAS CITY","MO",64116,"39.14898758200010","-94.5511616150000"
6,"SOUTHEASTHEALTH","1701 LACEY STREET","CAPE GIRARDEAU","MO",63701,"37.31073434000010","-89.5398458189999"
12,"MOSAIC MEDICAL CENTER","705 N. COLLEGE STREET","ALBANY","MO",64402,"40.25275515300010","-94.3243890740000"
6,"MISSOURI BAPTIST MEDICAL CENTER","3015 NORTH BALLAS ROAD TOWN","ST. LOUIS","MO",63131,"38.63636665500010","-90.4467723470000"
12,"LEE'S SUMMIT MEDICAL CENTER","2100 SE BLUE PARKWAY","LEE'S SUMMIT","MO",64063,"38.90363485400010","-94.3329816600000"
12,"CASS REGIONAL MEDICAL CENTER","2800 E ROCK HAVEN ROAD","HARRISONVILLE","MO",64701,"38.66507203000000","-94.3774967460000"
6,"PROGRESS WEST HEALTHCARE CENTER","2 PROGRESS POINT PKWY","O'FALLON","MO",63368,"38.71595266200010","-90.6981424940000"
12,"CAPITAL REGION MEDICAL CENTER","1125 MADISON","JEFFERSON CITY","MO",65101,"38.56579236200000","-92.1817925239999"
12,"SCOTLAND COUNTY HOSPITAL","450 E. SIGLER AVENUE","MEMPHIS","MO",63555,"40.46477539000010","-92.1649514940000"
6,"SSM HEALTH CARDINAL GLENNON CHILDREN'S MEDICAL CENTER","1465 SOUTH GRAND BOULEVARD","ST. LOUIS","MO",63104,"38.62172491000010","-90.2391038929999"
16,"MERCY ST. FRANCIS HOSPITAL","100 WEST HIGHWAY 60","MOUNTAIN VIEW","MO",65548,"37.00243861000010","-91.7032332130000"
16,"COX MEDICAL CENTER BRANSON","525 BRANSON LANDING BLVD, PO BOX 650","BRANSON","MO",65616,"36.65061007900000","-93.2218694400000"
12,"NORTHEAST REGIONAL MEDICAL CENTER","315 SOUTH OSTEOPATHY","KIRKSVILLE","MO",63501,"40.19351193800000","-92.5890641029999"
12,"LANDMARK HOSPITAL OF COLUMBIA, LLC","604 OLD HWY 63 N","COLUMBIA","MO",65201,"38.95798993600000","-92.3113123240000"
6,"METROPOLITAN ST. LOUIS PSYCHIATRIC CENTER","5351 DELMAR BLVD.","ST. LOUIS","MO",63112,"38.65401156200010","-90.2763011219999"
13,"PERRY POINT VA MEDICAL CENTER","VA MEDICAL CENTER","PERRY POINT","MD",21902,"39.54993500000010","-76.0629220000000"
6,"OSCAR G. JOHNSON VA MEDICAL CENTER","325 E H ST","IRON MOUNTAIN","MI",49801,"45.81029679000010","-88.0615454850000"
6,"PIKE COUNTY MEMORIAL HOSPITAL","2305 GEORGIA STREET","LOUISIANA","MO",63353,"39.44066438100000","-91.0647806649999"
6,"LANDMARK HOSPITAL OF CAPE GIRARDEAU","3255 INDEPENDENCE STREET","CAPE GIRARDEAU","MO",63703,"37.30787946200010","-89.5758391689999"
12,"LAKE REGIONAL HEALTH SYSTEM","54 HOSPITAL DRIVE","OSAGE BEACH","MO",65065,"38.12063058800000","-92.6830434860000"
16,"BLACK RIVER COMMUNITY MEDICAL CENTER","217 PHYSICIANS PARK DRIVE","POPLAR BLUFF","MO",63901,"36.77214562300000","-90.4575513230000"
16,"POPLAR BLUFF REGIONAL MEDICAL CENTER - WESTWOOD","2620 NORTH WESTWOOD BOULEVARD","POPLAR BLUFF","MO",63901,"36.78558106000000","-90.4261255030000"
12,"CHEYENNE RIVER HOSPITAL","24276 AIRPORT RD","EAGLE BUTTE","SD",57625,"44.99173863100000","-101.2440105130000"
16,"JASPER GENERAL HOSPITAL","15-A SOUTH 6TH STREET","BAY SPRINGS","MS",39422,"31.97702901200010","-89.2913184910000"
19,"WHITE FENCE SURGICAL SUITES","7272 SMITH'S MILL ROAD","NEW ALBANY","OH",43054,"40.08634978600000","-82.7904743210000"
19,"NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PKWY","WINSTON-SALEM","NC",27103,"36.07555041300000","-80.2972871599999"
19,"FRANKLIN REGIONAL MEDICAL CENTER","100 HOSPITAL DRIVE","LOUISBURG","NC",27549,"36.11230616500010","-78.2935337860000"
19,"CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC",27330,"35.46907448500010","-79.1872048780000"
19,"GRANVILLE HEALTH SYSTEM","1010 COLLEGE STREET","OXFORD","NC",27565,"36.32641568900000","-78.5933519200000"
19,"CAROLINAS MEDICAL CENTER-MERCY","2001 VAIL AVE","CHARLOTTE","NC",28207,"35.21015517200000","-80.8210290919999"
19,"CAROLINAS HEALTHCARE SYSTEM PINEVILLE","10628 PARK RD","CHARLOTTE","NC",28210,"35.09201218300010","-80.8716181870000"
9,"ANGEL MEDICAL CENTER","120 RIVERVIEW STREET","FRANKLIN","NC",28744,"35.18466141600000","-83.3786889199999"
9,"HIGHLANDS-CASHIERS HOSPITAL","190 HOSPITAL DRIVE","HIGHLANDS","NC",28741,"35.08658651100010","-83.1858911290000"
19,"WESLEY LONG COMMUNITY HOSPITAL","501 N ELAM AVENUE","GREENSBORO","NC",27403,"36.08342606100010","-79.8254185810000"
19,"HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC",28779,"35.38601088800000","-83.2030013729999"
19,"WAYNE UNC HEALTHCARE","2700 WAYNE MEMORIAL DRIVE","GOLDSBORO","NC",27533,"35.39848375300010","-77.9524687030000"
7,"CORDOVA COMMUNITY MEDICAL CENTER","602 CHASE AVE.","CORDOVA","AK",99574,"60.54125477400000","-145.7506491470000"
19,"MARIA PARHAM MEDICAL CENTER","566 RUIN CREEK ROAD","HENDERSON","NC",27536,"36.33086506100010","-78.4494464550000"
19,"WATAUGA MEDICAL CENTER, INC.","336 DEERFIELD ROAD","BOONE","NC",28607,"36.19846885800010","-81.6515293550000"
19,"NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD STREET","MOUNT AIRY","NC",27030,"36.48860409300000","-80.6121680980000"
19,"HUGH CHATHAM MEMORIAL HOSPITAL, INC.","180 PARKWOOD DRIVE","ELKIN","NC",28621,"36.26186460500000","-80.8383026650000"
19,"ALLEGHANY MEMORIAL HOSPITAL","233 DOCTORS STREET","SPARTA","NC",28675,"36.50952105100000","-81.1146110060000"
19,"ALAMANCE REGIONAL MEDICAL CENTER","1240 HUFFMAN MILL ROAD","BURLINGTON","NC",27216,"36.06120388800010","-79.5022435669999"
19,"ASHE MEMORIAL HOSPITAL, INC.","200 HOSPITAL AVE.","JEFFERSON","NC",28640,"36.42330853100000","-81.4575231780000"
19,"ST. LUKE'S HOSPITAL","101 HOSPITAL DRIVE","COLUMBUS","NC",28722,"35.23946794000010","-82.2126240819999"
19,"CATAWBA VALLEY MEDICAL CENTER","810 FAIRGROVE CHURCH ROAD","HICKORY","NC",28602,"35.71385557000010","-81.2673419129999"
19,"SCOTLAND MEMORIAL HOSPITAL AND EDWIN MORGAN CENTER","500 LAUCHWOOD DRIVE","LAURINBURG","NC",28352,"34.75316917900010","-79.4698014109999"
19,"BLUE RIDGE REGIONAL HOSPITAL, INC","125 HOSPITAL DRIVE","SPRUCE PINE","NC",28777,"35.91098999900000","-82.0627743450000"
19,"FIRSTHEALTH MONTGOMERY MEMORIAL HOSPITAL","520 ALLEN STREET","TROY","NC",27371,"35.36481123500000","-79.8903682970000"
19,"THE OUTER BANKS HOSPITAL","4800 SOUTH CROATAN HIGHWAY","NAGS HEAD","NC",27959,"35.93983649900010","-75.6176491400000"
19,"ONSLOW MEMORIAL HOSPITAL","317 WESTERN BOULEVARD","JACKSONVILLE","NC",28541,"34.76275932800010","-77.3849868180000"
19,"CRAWLEY MEMORIAL HOSPITAL","315 WEST COLLEGE AVENUE","SHELBY","NC",28017,"35.24985309200000","-81.6764105880000"
12,"ST ANDREWS HEALTH CENTER - CAH","316 OHMER STREET","BOTTINEAU","ND",58318,"48.82912480800010","-100.4499812640000"
18,"WEST RIVER REGIONAL MEDICAL CENTER-CAH","1000 HIGHWAY 12","HETTINGER","ND",58639,"46.00180059400000","-102.6285744480000"
12,"LINTON HOSPITAL - CAH","518 NORTH BROADWAY","LINTON","ND",58552,"46.27155757300010","-100.2333903940000"
18,"SOUTHWEST HEALTHCARE SERVICES","14 6TH AVE SW","BOWMAN","ND",58623,"46.18187141300010","-103.4046604400000"
12,"VIBRA HOSPITAL OF FARGO","1720 UNIVERSITY DR S","FARGO","ND",58103,"46.85314774800000","-96.7974417560000"
12,"SANFORD MEDICAL CENTER FARGO","1720 UNIVERSITY DR S","FARGO","ND",58103,"46.85388300100000","-96.7975375290000"
19,"NAVAL HOSPITAL CAMP LEJEUNE","100 BREWSTER BLVD","CAMP LEJEUNE","NC",28547,"34.72306624600000","-77.3580520550000"
12,"P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK","5 MOONLIGHT DR HWY","BELCOURT","ND",58316,"48.84335986800010","-99.7487302410000"
12,"ST ALOISIUS MEDICAL CENTER","325 E BREWSTER ST","HARVEY","ND",58341,"47.76709688700000","-99.9320512639999"
19,"RESTON HOSPITAL CENTER","1850 TOWN CENTER PARKWAY","RESTON","VA",20190,"38.96222355400000","-77.3641659980000"
12,"TRINITY HOSPITAL - SAINT JOSEPHS","407 3RD STREET SOUTHEAST","MINOT","ND",58701,"48.23216459200010","-101.2872043470000"
18,"ST JOSEPH'S HOSPITAL AND HEALTH CENTER","2500 FAIRWAY STREET","DICKINSON","ND",58601,"46.88907589100010","-102.8205503600000"
12,"ALTRU SPECIALTY HOSPITAL","4500 S WASHINGTON ST","GRAND FORKS","ND",58201,"47.87696081400000","-97.0474439900000"
14,"LA PAZ REGIONAL","1200 MOHAVE RD","PARKER","AZ",85344,"34.13643247600000","-114.2852196610000"
14,"CORE INSTITUTE SPECIALTY HOSPITAL","6501 N. 19TH AVE.","PHOENIX","AZ",85015,"33.53213400300010","-112.0991125170000"
14,"VALLEY HOSPITAL","3550 E. PINCHOT AVE","PHOENIX","AZ",85018,"33.48286813200010","-112.0059701860000"
13,"YALE-NEW HAVEN HOSPITAL","20 YORK ST","NEW HAVEN","CT",6504,"41.30469134000000","-72.9354136589999"
6,"HENRY COUNTY MEMORIAL HOSPITAL","1000 N 16TH ST","NEW CASTLE","IN",47362,"39.94337700900010","-85.3629631530000"
12,"BRYAN MEDICAL CENTER","1600 SOUTH 48TH ST","LINCOLN","NE",68506,"40.79589821300000","-96.6522639930000"
6,"COMMUNITY HOWARD SPECIALTY HOSPITAL","829 N DIXON RD","KOKOMO","IN",46901,"40.49725642200010","-86.1658040100000"
16,"GULF BREEZE HOSPITAL","1110 GULF BREEZE PKWY","GULF BREEZE","FL",32561,"30.36048194500010","-87.1570546510000"
9,"CAPITAL REGIONAL MEDICAL CENTER","2626 CAPITAL MEDICAL BLVD","TALLAHASSEE","FL",32308,"30.47571346200000","-84.2315453350000"
9,"SELECT SPECIALTY HOSPITAL - TALLAHASSEE","1554 SURGEONS DR","TALLAHASSEE","FL",32308,"30.46168856100010","-84.2529291439999"
14,"ENCOMPASS HEALTH REHABILITATION INSTITUTE OF TUCSON","2650 NORTH WYATT","TUCSON","AZ",85712,"32.25595684500010","-110.8829638060000"
16,"WEST FLORIDA HOSPITAL","8383 N DAVIS HWY","PENSACOLA","FL",32514,"30.51568064200010","-87.2178951420000"
9,"WILLS MEMORIAL HOSPITAL","120 GORDON STREET","WASHINGTON","GA",30673,"33.72860628500010","-82.7423994150000"
9,"BAPTIST MEDICAL CENTER - BEACHES","1350 13TH AVE S","JACKSONVILLE BEACH","FL",32250,"30.27337356800010","-81.3983162890000"
9,"MAYO CLINIC","4500 SAN PABLO RD","JACKSONVILLE","FL",32224,"30.26391312900010","-81.4410826780000"
9,"RIVER POINT BEHAVIORAL HEALTH","6300 BEACH BLVD","JACKSONVILLE","FL",32216,"30.29074697400010","-81.5969855399999"
9,"WEKIVA SPRINGS","3947 SALISBURY RD","JACKSONVILLE","FL",32216,"30.25782212000010","-81.5955399480000"
9,"ASSENSION SACRED HEART HOSPITAL ON EMERALD COAST","7800 US HWY 98 W","MIRAMAR BEACH","FL",32550,"30.37857467100000","-86.3068563120000"
9,"CALHOUN-LIBERTY HOSPITAL","20370 NE BURNS AVE","BLOUNTSTOWN","FL",32424,"30.45862283200010","-85.0501038600000"
9,"BAPTIST MEDICAL CENTER - NASSAU","1250 S 18TH ST","FERNANDINA BEACH","FL",32034,"30.65320980300000","-81.4491234920000"
5,"HALE HO'OLA HAMAKUA","45-547 PLUMERIA ST","HONOKAA","HI",96727,"20.07617303500010","-155.4698296480000"
13,"BLUE MOUNTAIN HOSPITAL GNADEN HUETTEN","211 NORTH 12TH STREET","LEHIGHTON","PA",18235,"40.83308400100000","-75.7258970010000"
19,"WASHINGTON HOSPITAL","155 WILSON AVENUE","WASHINGTON","PA",15301,"40.18387510800010","-80.2466061780000"
13,"WAYNE MEMORIAL HOSPITAL","601 PARK STREET","HONESDALE","PA",18431,"41.57656100100010","-75.2603290000000"
17,"INCLINE VILLAGE HEALTH CENTER","880 ALDER AVENUE","INCLINE VILLAGE","NV",89451,"39.25149750200010","-119.9543940200000"
19,"BUTLER MEMORIAL HOSPITAL","ONE HOSPITAL WAY","BUTLER","PA",16001,"40.86689400000010","-79.8815620000000"
13,"WERNERSVILLE STATE HOSPITAL","PO BOX 300","WERNERSVILLE","PA",19565,"40.33040944800010","-76.1060497320000"
13,"MEMORIAL HOSPITAL - YORK","325 SOUTH BELMONT STREET, BOX 15118","YORK","PA",17405,"39.96736100000000","-76.6925729989999"
13,"TYLER MEMORIAL HOSPITAL","880 SR 6","TUNKHANNOCK","PA",18657,"41.57759711300000","-75.9694147420000"
19,"UPMC BEDFORD","10455 LINCOLN HIGHWAY","EVERETT","PA",15537,"40.02540403600010","-78.4326730010000"
19,"SELECT SPECIALTY HOSPITAL PITTSBRGH UPMC","200 LOTHROP STREET","PITTSBURGH","PA",15213,"40.44220900200000","-79.9596679990000"
8,"MARTIN COUNTY HOSPITAL DISTRICT","600 EAST I 20","STANTON","TX",79782,"32.13981746100010","-101.7875197130000"
12,"AVERA ST ANTHONY'S HOSPITAL","300 NORTH 2ND ST","O'NEILL","NE",68763,"42.46064549900010","-98.6503828500000"
19,"SELECT SPECIALTY HOSPITAL MCKEESPORT","1500 FIFTH AVENUE 6 CRAWFORD","MCKEESPORT","PA",15132,"40.35057656100000","-79.8492774790000"
19,"HERITAGE VALLEY SEWICKLEY","720 BLACKBURN ROAD","SEWICKLEY","PA",15143,"40.54257600200000","-80.1779790010000"
19,"SOUTHWOOD PSYCHIATRIC HOSPITAL","2575 BOYCE PLAZA ROAD","PITTSBURGH","PA",15241,"40.32120400000010","-80.1127169990000"
19,"WESTERN PENNSYLVANIA HOSPITAL","4800 FRIENDSHIP AVENUE","PITTSBURGH","PA",15224,"40.46187600100010","-79.9462219990000"
19,"CLARION PSYCHIATRIC CENTER","2 HOSPITAL DRIVE","CLARION","PA",16214,"41.19340300000000","-79.3975040010000"
13,"BERWICK HOSPITAL CENTER","701 EAST 16TH STREET","BERWICK","PA",18603,"41.07095400000000","-76.2309300009999"
17,"SOUTH LYON MEDICAL CENTER","213 SOUTH WHITACRE","YERINGTON","NV",89447,"38.98409652300010","-119.1674592430000"
13,"CHESTNUT HILL HOSPITAL","8835 GERMANTOWN AVENUE","PHILADELPHIA","PA",19118,"40.07946800200010","-75.2119350000000"
13,"MAGEE REHABILITATION HOSPITAL","1513 RACE STREET","PHILADELPHIA","PA",19102,"39.95681412400010","-75.1652702300000"
13,"PENNSYLVANIA HOSPITAL","800 SPRUCE STREET","PHILADELPHIA","PA",19107,"39.94520905500010","-75.1557320969999"
12,"BROWN COUNTY HOSPITAL","945 EAST ZERO ST","AINSWORTH","NE",69210,"42.54451346400000","-99.8495610490000"
13,"NAZARETH HOSPITAL","2601 HOLME AVENUE","PHILADELPHIA","PA",19152,"40.05897133800000","-75.0420087379999"
13,"ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVENUE","PHILADELPHIA","PA",19128,"40.02862679000000","-75.2097723699999"
19,"MEADOWS PSYCHIATRIC CENTER","132 THE MEADOWS DRIVE","CENTRE HALL","PA",16828,"40.81088641600010","-77.7125677650000"
19,"UNION HOSPITAL","659 BOULEVARD","DOVER","OH",44622,"40.51436785000000","-81.4558540450000"
6,"MEMORIAL HOSPITAL OF UNION COUNTY","500 LONDON AVENUE","MARYSVILLE","OH",43040,"40.23008254100010","-83.3676483230000"
19,"MOUNT NITTANY MEDICAL CENTER","1800 EAST PARK AVENUE","STATE COLLEGE","PA",16803,"40.81854834100010","-77.8425898450000"
19,"CONEMAUGH MINERS MEDICAL CENTER","290 HAIDA AVENUE, PO BOX 689","HASTINGS","PA",16646,"40.65807262900010","-78.7052696219999"
13,"BRANDYWINE HOSPITAL","201 REECEVILLE ROAD","COATESVILLE","PA",19320,"40.01012579400000","-75.7861301260000"
